ROW_ID,target
350040,0.006302865
469775,0.0012936211
511700,9.6545264e-05
216145,0.002992392
60401,-0.007963626
247910,-0.0057800077
291807,0.0014864779
4057,0.0009615252
442574,-0.0017961157
502996,-0.0015183766
56896,0.0015516593
490384,0.00068126083
346669,0.0022145063
442973,0.00016837315
469613,-0.00050596194
368693,-0.0027425867
441454,0.0013885405
214081,-3.337061e-05
307781,-0.001102976
489964,0.0014937776
84113,-0.0067905993
45275,-0.004708118
356898,0.00040131737
324802,-0.00020461739
197941,0.0019479934
4539,0.006916664
250260,-0.00037399784
58939,0.003084907
242840,0.00046930724
424191,0.0059066243
173628,-0.004088176
475638,-0.0067968084
492422,0.0019892908
305471,4.3569482e-05
72422,0.0017781523
310799,0.00071750185
526917,-0.00089171424
175582,2.2974506e-05
113433,-0.00078161596
124825,-0.0021258546
362708,-0.0019911188
324363,0.000719229
61728,0.00012666166
429230,-0.0018155652
182644,-0.0038155154
450240,0.0018120965
325752,0.0026618938
421655,0.001939893
250235,0.0008509227
312422,-0.00076610525
77024,0.0020321498
477127,-0.0025401923
196121,0.0003463814
195711,0.0049245995
239814,0.003204009
76005,-0.0008434204
508856,-0.007281916
292232,0.0005357637
223308,-0.00063720933
368703,-0.008606323
187211,0.00065452396
429185,-0.0018051664
159785,0.00040411483
147093,-0.011575524
146066,-0.00527867
60677,0.0023395286
131189,0.0016073571
393859,0.0023781816
43691,0.01215368
78740,-0.0015666961
214470,0.0021554679
297120,-0.00047644318
302443,0.0035033466
227292,-0.008694983
73466,3.468711e-05
152477,0.0020139324
444951,0.010377652
436005,0.0006360634
100332,-0.0097906515
395212,0.002989771
259052,-0.001893122
143333,-0.008553159
79840,0.00018679234
60205,-0.0053531816
76350,0.00053252804
151031,-0.00078112865
334505,-0.0025009504
2645,-0.0015096102
356895,-0.001561704
223874,7.519116e-05
320316,0.00096216076
51601,0.0034178507
445020,0.003143368
439646,0.0017788985
359425,0.00076699443
503552,-0.0056537106
112129,-0.00026574376
89223,-0.00220775
143863,0.008125913
218114,0.0036593478
457532,-0.004544377
421064,0.000114295864
232198,-0.0017229663
336549,-0.0017629092
35866,0.0028803966
433234,0.0010307216
520878,0.0070487894
365400,0.0013754398
518527,-0.00012268417
424027,0.0013852922
220992,-0.0034937933
288415,0.007010917
50220,0.0020422016
24517,0.0024866632
62038,0.003151701
347639,-0.0029258034
514322,-0.00023825183
126076,0.0033843173
336491,-0.0010573857
339694,0.00015820036
158264,-0.0024703206
270948,-0.00054280227
404293,-0.00062618847
511739,-0.004427175
70194,-0.0011993222
200871,-0.0021250385
197583,0.0014660875
367032,0.00011272973
219699,0.00017752871
379984,0.0016181024
483622,0.0017182658
121481,-0.0011363216
41207,0.0011492649
230294,-0.0002198168
227741,-0.0017752117
38484,-0.0006355067
412547,-0.0034106665
270881,0.0034767098
78591,-0.00052333524
60341,-0.00092283165
38442,-0.00069426815
83189,0.0007472612
77238,-0.00035614628
388215,-5.1061274e-05
137757,0.00052710966
203710,-0.0018701621
75896,0.0030600864
399320,0.0012406172
467959,0.0025736406
395900,0.0014854926
10789,0.002275764
68052,-0.0026402709
441162,0.0009012411
27726,0.0065153902
103212,0.0032797786
134931,0.00035714486
173493,0.0029393998
101345,-0.00428967
166886,0.00016224205
206922,0.0028159935
438505,-0.000114270166
522022,-0.0013562825
150823,7.478695e-05
406551,0.005428347
168439,0.0022807075
33349,0.0006074211
76673,-0.0032754887
109764,-0.0012923027
257734,0.00055524596
490509,-0.00046953175
311193,0.0007606304
4314,-0.001084539
33471,-0.00047037043
483627,-0.0024985042
398843,-0.0029198038
304685,0.0015747859
403671,-0.0013693126
148825,0.0002950793
150669,-0.0012457442
1017,3.9907172e-05
252387,-3.2942975e-05
246562,-0.0021394603
294311,0.001240688
175291,-0.0014699212
65590,0.0030824929
191804,-0.0055039534
82208,0.001178005
263905,-0.001121878
164823,0.0020115133
361877,0.0016993871
504330,0.0070247245
7105,-0.00022352068
302540,0.001664776
6712,0.000646288
400399,0.0013505099
503113,-0.00084796885
488191,-0.0038300303
210024,0.0016055533
426855,0.004802604
63086,0.00026249723
417024,-0.0007604216
250361,0.001313412
289113,-0.0017009154
1235,0.0061602555
379929,0.0013058941
35261,0.0035209372
404227,-0.0035982644
430615,0.0013040735
402510,0.004989737
228897,-0.0027025095
333139,0.0020981524
74446,0.0009999053
369210,0.004393503
470275,-0.0036198439
250170,0.0014363413
258593,0.006426356
163940,-0.0022586558
315066,-0.0005709985
226808,-0.00026293506
40148,0.0028477227
64939,0.0025336524
249827,0.010137864
183128,-0.0045988653
128019,0.0034150397
76414,0.0023571635
33372,0.0021528332
314658,-0.0007897074
276030,0.003929295
240184,0.0021023646
442256,-0.0038647836
174711,0.0032641059
394133,-0.00032809415
489878,0.0004044766
300928,6.389691e-05
482813,0.0009731405
130928,-0.00088345003
521514,-0.0004539045
407776,-0.0011578035
42677,-0.003864708
370023,0.0006902439
478289,0.0016991299
18086,0.0003851839
264601,0.00091222045
365598,-0.0007784732
427052,-0.0020643617
288724,-0.0031523516
144069,-0.0042970586
189768,0.00077473663
451716,0.0022766467
201753,0.005441448
517315,0.002200375
460934,-0.0016268877
312617,-0.0024960127
183797,0.0048376415
101856,-0.0021934272
308234,-0.00044930738
413827,-0.00080382224
301842,-0.00032690057
493478,-0.0041418253
161972,-0.002851447
249306,-1.3523037e-05
126734,0.0040146788
8674,-0.0005545771
32977,0.0011873636
238815,-0.00019397147
193827,0.001349278
163817,0.0011356849
179705,-0.0006848781
10756,0.00065804744
85428,-0.0024146694
229429,-0.0032270644
243697,0.001278353
496605,-0.00044827253
78151,-0.0017720968
345992,-0.0017652478
252749,-0.0010938923
285991,-8.418213e-05
130345,-0.0004648863
342231,-0.0004032969
359169,-0.00037579832
379062,0.0019324111
28001,0.0014324742
156244,-0.00086429797
153944,-0.0012277616
249878,-0.0013931098
429808,-7.045048e-05
130176,0.0023539714
318886,-0.00076399394
278055,-0.004496198
368903,0.0018987623
303587,-0.0016398875
347056,-0.00014203065
294102,0.0021540397
384961,-0.0021316027
321798,-0.0018970873
112965,0.0010564888
183202,0.00083330995
268799,-0.0015434363
61504,0.00069937686
139094,0.0005412365
102185,-0.00044341703
75012,0.0004329928
94233,0.00089736644
36985,0.0029203445
259464,0.001364222
160073,-0.0008963769
19339,-0.0008465624
468635,-0.00011537614
81389,0.0013471483
333070,-0.0023682853
203916,5.3804968e-05
513633,-0.0012030592
449850,-0.0025758222
257860,0.00077807513
439131,-0.003309484
154354,0.0007203611
347817,-0.0009642273
416700,0.0019374429
353415,-0.0002810671
298773,-0.00088493864
68757,-0.00045822113
324922,0.0022771538
443271,0.0003728892
285212,-0.0021615706
280470,-0.0006567533
312872,0.00019482593
219059,0.004317549
143344,-0.0028472464
516766,-0.0045800237
216009,0.0020030905
135762,0.0026957276
72021,0.0018197506
164135,0.001376062
474794,0.00024381904
149989,-0.0016447625
56718,-0.0018830907
340443,-0.0004895169
342824,0.0019332549
67305,-0.00034288113
347059,-0.0011035571
376097,-0.0019207407
306743,0.00412103
514565,0.0012576858
154472,-0.000484386
274317,-0.003959099
146821,-0.0015606296
146346,0.0015713631
416123,-0.00012748009
212616,-0.0009868963
400724,-0.001685542
451233,-0.0002692797
322091,0.003267678
11513,-0.0029779975
94308,0.005118598
223099,-0.0009840736
228849,0.0008452679
526583,0.0025407174
396531,0.0056111855
236034,-4.3582244e-05
291664,0.0004212038
178171,0.0015575716
191317,-0.00042206288
229730,-0.003028802
404906,0.0031757336
349587,-0.0018965548
6123,-7.1229006e-05
150023,0.0028908204
107841,0.00325972
52960,0.0015039361
493621,-0.0014250828
357865,0.00019739248
120500,-0.0011344256
483374,0.0026090173
380127,-0.010820186
30563,0.009947114
22987,0.0009840234
369656,0.00091422576
430318,0.00047062826
389786,-0.008926536
361591,-8.785543e-05
419501,-0.001533628
99460,0.0046021547
134782,0.0013374216
261327,-0.0039889785
58788,0.0067587434
301265,-0.0033691013
206777,-0.0020317077
28674,-0.00065763516
234914,0.003465577
17640,0.0016939805
58665,0.00080594036
412671,0.0007861713
15010,0.00034313643
63382,0.0017530343
120065,0.0011670399
352186,-0.0008444312
356443,0.0028633978
159315,0.0030153194
37930,-0.00022927066
91971,-0.0008389594
149539,0.0012425298
355353,0.0008309857
218476,0.001787337
74251,-0.00077273627
204916,-0.0005273435
525679,0.0024715099
252071,-0.0018267252
246572,0.0011633703
367978,-0.003977117
33485,0.0062581445
266013,-0.0004820854
446956,0.00025296048
2156,-0.0009898207
329905,0.0017667641
342361,-0.0037663714
79114,0.0002423345
91278,0.002955913
17488,8.431368e-05
452045,-0.000540072
126132,-7.807859e-05
354135,0.0013790542
147374,0.00043137942
135817,0.0025949
29006,-0.0006221712
222414,-0.0007415379
283523,0.0011980445
487472,-0.0008258099
49205,0.0011596014
374800,-0.0008622879
418191,-0.0003513362
321632,0.0068477616
253905,-0.0004695846
158475,0.0008321117
319643,0.00043302635
83392,-0.005519191
261140,-0.002114769
299775,-0.0009595299
61012,-0.00057879766
525287,-0.0035015778
131483,-0.0008229668
227957,-0.00024775043
446330,0.0019316424
230666,-0.001868373
363304,0.0011278113
475177,0.002097572
88052,-0.002263154
408168,-0.0027050583
417499,-0.0008859027
445243,0.0016198147
408220,0.0006528447
165545,0.00047427916
378092,-0.0014360284
147083,0.0008339308
202904,0.0015762234
443648,0.0014477579
435499,-0.00091218005
230488,-0.008076071
156024,0.004007264
322606,0.0076998747
363101,-0.0014691377
481635,0.00193189
76556,0.002754536
47779,0.0013844615
127231,-0.0031015933
382501,0.003994154
12385,-0.0016267921
326802,-0.0018887287
482549,0.0006221398
107043,-0.0004563211
109036,-0.009446966
475244,-0.0015087198
97472,0.002298045
374193,0.0012507165
306229,-0.00028498552
211971,0.0011560853
329924,-0.001324507
19114,-0.0033214835
182536,-0.0011185762
460501,0.0019647784
56861,0.0033961032
475659,5.6295015e-05
58120,0.00034237624
503134,0.0024381583
18322,0.0012030842
517902,-0.0011980869
470566,0.00032201354
413186,5.6351568e-05
350639,0.00062281627
90232,-0.0005163908
364999,0.0008459318
490645,-0.0011491774
190859,0.000592535
131476,-0.0060933013
438537,0.000628109
480683,0.00010772882
6202,0.00083687075
361119,3.136776e-05
37678,-0.0030080262
511432,0.0009783655
276153,0.0014943021
281614,-0.00087712205
136295,-0.0003289192
19534,0.0048926882
12017,0.0011196737
398942,-0.00051775645
355415,0.0009622993
406819,-0.0030554943
401522,-0.0013000477
282779,-0.0017791378
33487,0.0057129324
418107,0.0016582515
495766,0.0032848085
367585,-0.00039011007
412496,0.0013187017
179860,0.002264034
135482,-0.0017504998
407571,0.0007299293
308543,-0.00090392516
187262,-0.00032995833
36183,-0.0006042211
13452,0.00047688876
296685,-0.0017593148
518328,0.0022537494
330152,-0.0009536621
24952,-0.00080811395
259216,-0.00039766252
293995,0.00080223667
315931,0.0011329278
519143,0.0011019545
289665,0.00297715
332827,-0.0020069159
343012,-0.00026916698
404324,0.00044969184
214266,0.0018320632
380039,-0.0066276197
522613,0.0012181366
177813,0.0018966787
237262,-0.0051360894
300825,-0.0011856137
501159,-0.0064157736
133780,-0.0022120262
444316,-0.0017609814
388556,-0.00017409015
100693,0.0012663621
520243,0.00284486
356366,0.0047045443
113573,-0.0019950257
344815,0.0018806919
526124,0.0030054587
384803,0.0023914317
506281,0.0005241624
388207,-0.00042385905
217939,-0.0016828784
234888,8.7947585e-05
204129,-0.00084389
278689,0.002898518
190349,-0.0020157327
242356,-0.0010637576
272858,0.00055670686
208537,-0.0026251157
130272,-6.503647e-05
506190,-0.0021188448
77649,0.003850007
129159,-0.0023338087
366857,0.0011422343
110622,0.00075184536
39147,0.0018281027
51840,0.0020223253
260546,-0.00015150767
8988,0.002957919
110675,0.0013954047
125985,0.0020675207
308055,0.0049553984
466927,0.0023041843
17563,-0.0024039755
342123,-0.0015208148
41958,-0.0005104506
150748,-0.0015560929
188497,0.0024022295
252838,0.0007435206
313875,-0.0010038984
7029,-0.0023956147
320268,0.00046944976
127217,0.0005887263
258795,-0.0007318391
166462,0.0009428099
403193,-0.0023778097
260244,-0.0005314392
493054,-0.00043163856
91948,-0.002478384
258590,-0.0005376683
118065,-0.0023463569
442755,-0.004530587
399568,0.0003280884
476779,0.0062862923
312366,-0.00644484
378804,0.0011685054
389994,0.0020428146
89331,-0.0012165424
94408,0.0010748461
68595,-0.004006324
201347,0.0009244571
227271,-0.0031951142
212218,-0.0015678633
180155,-0.00095217396
269301,0.001534567
328652,3.8001774e-05
469816,0.0022230996
226283,0.0006883729
103077,-0.00039194967
213711,0.0011380769
258784,0.00048264524
351096,0.0011375612
519791,-0.0030924522
294472,0.0010849588
243694,-0.010865305
320170,0.00019362051
104322,0.0009927577
343426,0.0024907873
24974,0.0030786972
330350,-0.0008398554
500391,0.00029057966
345078,0.0023389366
449731,0.0013776287
420243,0.001576561
521101,0.0015544292
149251,0.0024965727
